"kegg","sp","trans","qlen","slen","bitscore","length","nident","pident","evalue","ppos","cov","ko"
"ghi:107920550","Q43434","TRINITY_DN8737_c0_g1_i1",1409,165,174,156,98,62.82,5e-50,80.77,0.593939393939394,"ko:K02155"
"ghi:107924928","Q41253","TRINITY_DN8633_c0_g1_i1",935,196,239,174,112,64.37,2e-76,78.74,0.571428571428571,"ko:K04392"
"ghi:107924928","Q41253","TRINITY_DN8633_c0_g1_i2",2037,196,234,174,110,63.22,9e-71,78.16,0.561224489795918,"ko:K04392"
"ghi:107932458","O81221","TRINITY_DN9513_c2_g1_i1",717,377,423,216,202,93.52,3e-147,96.3,0.535809018567639,"ko:K10355"
"ghi:107936576","Q43434","TRINITY_DN8737_c0_g1_i1",1409,165,174,156,98,62.82,5e-50,80.77,0.593939393939394,"ko:K02155"
"ghi:107946105","Q96499","TRINITY_DN8062_c0_g3_i1",501,105,155,104,75,72.12,3e-47,85.58,0.714285714285714,"ko:K02929"
"ghi:107946105","Q96499","TRINITY_DN8062_c0_g1_i1",501,105,155,104,75,72.12,3e-47,85.58,0.714285714285714,"ko:K02929"
"ghi:107949088","Q43434","TRINITY_DN8737_c0_g1_i1",1409,165,174,156,98,62.82,5e-50,80.77,0.593939393939394,"ko:K02155"
"ghi:107953109","O81221","TRINITY_DN9513_c2_g1_i1",717,377,423,216,202,93.52,3e-147,96.3,0.535809018567639,"ko:K10355"
"ghi:107963775","Q6VAF5","TRINITY_DN1082_c0_g1_i1",1307,444,709,411,342,83.21,0,92.7,0.77027027027027,"ko:K07375"
"ghi:107963775","Q6VAF5","TRINITY_DN8706_c0_g1_i1",1473,444,746,430,359,83.49,0,92.79,0.808558558558559,"ko:K07375"
"ghi:3989130","Q2L932","TRINITY_DN4429_c0_g1_i1",1514,508,503,507,262,51.68,3e-172,66.07,0.515748031496063,"ko:K02704"
"ghi:3989156","Q2L917","TRINITY_DN9596_c0_g1_i1",1802,498,572,455,315,69.23,0,79.78,0.632530120481928,"ko:K02112"
"ghi:3989190","Q2L8Z1","TRINITY_DN9485_c0_g1_i1",1847,507,566,502,287,57.17,0,71.71,0.566074950690335,"ko:K02111"
"ghi:3989206","Q2L901","TRINITY_DN8116_c0_g1_i1",1366,473,501,456,281,61.62,5e-173,76.1,0.594080338266385,"ko:K02705"
"gka:GK0011","Q5L3Y2","TRINITY_DN8143_c2_g1_i1",1805,294,348,274,170,62.04,1e-113,78.1,0.578231292517007,"ko:K06215"
"gka:GK2209","Q5KXU2","TRINITY_DN561_c0_g1_i1",671,149,168,147,75,51.02,9e-51,70.75,0.503355704697987,"ko:K00940"
"gka:GK2209","Q5KXU2","TRINITY_DN8388_c0_g1_i1",813,149,157,147,81,55.1,4e-46,75.51,0.543624161073825,"ko:K00940"
"gka:GK2504","Q5KWZ7","TRINITY_DN8020_c0_g1_i1",2247,607,669,601,353,58.74,0,74.88,0.581548599670511,"ko:K04043"
"gka:GK2849","Q5KW02","TRINITY_DN9562_c0_g1_i1",1944,403,422,372,214,57.53,2e-140,77.96,0.531017369727047,"ko:K00789"
"gka:GK3054","Q5KVE7","TRINITY_DN9573_c0_g1_i1",1574,430,438,442,231,52.26,9e-148,70.81,0.537209302325581,"ko:K01689"
"gka:GK3355","Q5KUJ6","TRINITY_DN7353_c0_g1_i1",810,170,203,139,87,62.59,1e-63,80.58,0.511764705882353,"ko:K00331"
"gka:GK3358","Q5KUJ3","TRINITY_DN9596_c0_g1_i1",1802,473,592,462,319,69.05,0,80.74,0.674418604651163,"ko:K02112"
"gka:GK3360","Q5KUJ1","TRINITY_DN9485_c0_g1_i1",1847,502,585,488,288,59.02,0,75.82,0.573705179282869,"ko:K02111"
"gka:GK3498","Q5KU53","TRINITY_DN21870_c0_g1_i1",297,44,52.8,39,26,66.67,3e-09,82.05,0.590909090909091,"ko:K02914"
"glo:Glov_2019","B3E2S8","TRINITY_DN9573_c0_g1_i1",1574,431,414,442,228,51.58,2e-138,69.23,0.529002320185615,"ko:K01689"
"glo:Glov_2829","B3E7W9","TRINITY_DN8020_c0_g1_i1",2247,639,775,598,388,64.88,0,80.27,0.607198748043818,"ko:K04043"
"glo:Glov_3135","B3E9W6","TRINITY_DN6874_c0_g1_i1",1569,390,431,384,199,51.82,1e-145,71.09,0.51025641025641,"ko:K00333"
"glo:Glov_3137","B3E9W8","TRINITY_DN7353_c0_g1_i1",810,169,198,143,85,59.44,1e-61,79.72,0.502958579881657,"ko:K00331"
"glo:Glov_3170","B3EA01","TRINITY_DN9596_c0_g1_i1",1802,471,642,457,343,75.05,0,82.28,0.728237791932059,"ko:K02112"
"glo:Glov_3172","B3EA03","TRINITY_DN9485_c0_g1_i1",1847,502,628,502,313,62.35,0,77.49,0.623505976095618,"ko:K02111"
"gme:Gmet_1290","Q39W48","TRINITY_DN9562_c0_g1_i1",1944,389,407,374,206,55.08,1e-134,76.47,0.529562982005141,"ko:K00789"
"gme:Gmet_2372","Q39T27","TRINITY_DN9573_c0_g1_i1",1574,429,431,440,234,53.18,3e-145,70.68,0.545454545454545,"ko:K01689"
"gme:Gmet_3406","Q39Q56","TRINITY_DN9596_c0_g1_i1",1802,470,644,457,340,74.4,0,83.37,0.723404255319149,"ko:K02112"
"gme:Gmet_3408","Q39Q54","TRINITY_DN9485_c0_g1_i1",1847,503,628,503,315,62.62,0,77.34,0.62624254473161,"ko:K02111"
"gme:Gmet_3532","Q39PT7","TRINITY_DN8020_c0_g1_i1",2247,638,786,600,392,65.33,0,80.67,0.614420062695925,"ko:K04043"
"gmx:100499991","Q7M1R5","TRINITY_DN7930_c0_g1_i1",680,152,166,149,84,56.38,4e-50,68.46,0.552631578947368,"ko:K04565"
"gmx:100780641","P14853","TRINITY_DN25050_c0_g1_i1",1890,265,261,235,142,60.43,3e-80,76.6,0.535849056603774,"ko:K02262"
"gmx:100785104","Q43463","TRINITY_DN9451_c0_g1_i1",1536,206,275,209,136,65.07,9e-88,79.9,0.660194174757282,"ko:K07897"
"gmx:100790163","P62302","TRINITY_DN14986_c0_g1_i1",362,151,173,108,84,77.78,2e-54,87.04,0.556291390728477,"ko:K02953"
"gmx:100790163","P62302","TRINITY_DN8391_c0_g1_i1",556,151,246,151,117,77.48,5e-82,89.4,0.774834437086093,"ko:K02953"
"gmx:100799042","P69325","TRINITY_DN8993_c1_g1_i4",527,305,326,175,164,93.71,2e-111,96.57,0.537704918032787,"ko:K08770"
"gmx:100799042","P69325","TRINITY_DN8993_c1_g1_i4",527,305,326,175,164,93.71,2e-111,96.57,0.537704918032787,"ko:K08770"
"gmx:100799042","P69325","TRINITY_DN2123_c0_g2_i1",479,305,309,159,153,96.23,8e-105,100,0.501639344262295,"ko:K08770"
"gmx:100799042","P69325","TRINITY_DN8993_c1_g1_i10",624,305,319,168,160,95.24,5e-108,97.62,0.524590163934426,"ko:K08770"
"gmx:100799042","P69325","TRINITY_DN8993_c1_g1_i10",624,305,322,172,161,93.6,5e-109,96.51,0.527868852459016,"ko:K08770"
"gmx:100799042","P69325","TRINITY_DN2123_c0_g2_i1",479,305,309,159,153,96.23,8e-105,100,0.501639344262295,"ko:K08770"
"gmx:15308534","P07506","TRINITY_DN25050_c0_g1_i1",1890,527,503,363,274,75.48,2e-170,87.6,0.519924098671727,"ko:K02256"
"gmx:15308543","Q01915","TRINITY_DN9485_c0_g1_i1",1847,508,711,478,355,74.27,0,85.36,0.698818897637795,"ko:K02132"
"gmx:15308561","P14853","TRINITY_DN25050_c0_g1_i1",1890,265,261,235,142,60.43,3e-80,76.6,0.535849056603774,"ko:K02262"
"gmx:15308608","Q01915","TRINITY_DN9485_c0_g1_i1",1847,508,711,478,355,74.27,0,85.36,0.698818897637795,"ko:K02132"
"gmx:15308624","Q01915","TRINITY_DN9485_c0_g1_i1",1847,508,711,478,355,74.27,0,85.36,0.698818897637795,"ko:K02132"
"gmx:3989259","P02957","TRINITY_DN24979_c0_g1_i1",1067,353,481,337,261,77.45,1e-168,87.24,0.739376770538244,"ko:K02703"
"gmx:3989272","Q2PMV0","TRINITY_DN9596_c0_g1_i1",1802,498,574,455,316,69.45,0,80,0.634538152610442,"ko:K02112"
"gmx:3989283","Q2PMT9","TRINITY_DN8116_c0_g1_i1",1366,473,503,456,281,61.62,1e-173,76.32,0.594080338266385,"ko:K02705"
"gmx:3989284","Q2PMT8","TRINITY_DN7881_c0_g1_i1",1089,353,539,336,264,78.57,0,88.1,0.747875354107649,"ko:K02706"
"gmx:3989298","Q2PMS8","TRINITY_DN9485_c0_g1_i1",1847,510,564,458,281,61.35,0,74.89,0.550980392156863,"ko:K02111"
"gmx:3989323","Q2PMQ9","TRINITY_DN4429_c0_g1_i1",1514,508,502,507,260,51.28,4e-172,66.07,0.511811023622047,"ko:K02704"
"gmx:3989327","Q2PMQ5","TRINITY_DN1635_c0_g1_i1",683,215,292,216,139,64.35,1e-98,76.39,0.646511627906977,"ko:K02635"
"gmx:547598","Q9M4T8","TRINITY_DN1084_c0_g2_i1",787,237,315,236,153,64.83,1e-106,81.36,0.645569620253165,"ko:K02729"
"gmx:547598","Q9M4T8","TRINITY_DN1084_c0_g1_i1",787,237,315,236,153,64.83,1e-106,81.36,0.645569620253165,"ko:K02729"
"gmx:547745","P62302","TRINITY_DN8391_c0_g1_i1",556,151,246,151,117,77.48,5e-82,89.4,0.774834437086093,"ko:K02953"
"gmx:547745","P62302","TRINITY_DN14986_c0_g1_i1",362,151,173,108,84,77.78,2e-54,87.04,0.556291390728477,"ko:K02953"
"gmx:547868","Q39836","TRINITY_DN9544_c0_g1_i1",1092,325,414,324,204,62.96,2e-142,75.93,0.627692307692308,"ko:K14753"
"gmx:547870","Q39839","TRINITY_DN561_c0_g1_i1",671,149,170,148,81,54.73,1e-51,68.92,0.543624161073825,"ko:K00940"
"gmx:547870","Q39839","TRINITY_DN8388_c0_g1_i1",813,149,166,130,89,68.46,1e-49,80,0.597315436241611,"ko:K00940"
"gmx:547984","P17093","TRINITY_DN8718_c0_g1_i1",523,159,187,157,93,59.24,1e-58,71.97,0.584905660377358,"ko:K02949"
"gmx:547990","Q96453","TRINITY_DN7767_c0_g1_i1",1496,261,288,245,152,62.04,3e-92,75.92,0.582375478927203,"ko:K06630"
"gmx:547990","Q96453","TRINITY_DN9134_c0_g1_i3",1339,261,246,236,143,60.59,7e-77,75.85,0.547892720306513,"ko:K06630"
"gmx:547990","Q96453","TRINITY_DN9134_c0_g2_i1",1371,261,271,230,134,58.26,3e-86,74.35,0.513409961685824,"ko:K06630"
"gmx:547990","Q96453","TRINITY_DN9134_c0_g1_i2",1061,261,246,236,143,60.59,4e-78,75.85,0.547892720306513,"ko:K06630"
"gmx:547990","Q96453","TRINITY_DN8511_c0_g1_i1",1212,261,277,245,136,55.51,3e-89,73.88,0.521072796934866,"ko:K06630"
"gmx:547990","Q96453","TRINITY_DN9134_c0_g2_i2",1053,261,262,233,135,57.94,4e-84,73.82,0.517241379310345,"ko:K06630"
"gmx:548082","P24099","TRINITY_DN9431_c1_g1_i1",1769,355,400,344,199,57.85,2e-133,68.6,0.56056338028169,"ko:K01915"
"gmx:732605","Q1W376","TRINITY_DN5679_c0_g1_i1",1027,247,308,247,154,62.35,1e-102,76.92,0.623481781376518,"ko:K17497"
"gox:GOX0857","Q5FSL5","TRINITY_DN8020_c0_g1_i1",2247,634,779,598,399,66.72,0,79.93,0.629337539432177,"ko:K04043"
"gox:GOX1311","Q5FRC7","TRINITY_DN9485_c0_g1_i1",1847,511,679,503,339,67.4,0,80.12,0.663405088062622,"ko:K02111"
"gox:GOX1313","Q5FRC5","TRINITY_DN9596_c0_g1_i1",1802,487,644,458,338,73.8,0,83.19,0.694045174537988,"ko:K02112"
"gox:GOX1825","Q5FPY2","TRINITY_DN21870_c0_g1_i1",297,44,45.4,39,24,61.54,2e-06,71.79,0.545454545454545,"ko:K02914"
"gox:GOX2279","Q5FNN5","TRINITY_DN9573_c0_g1_i1",1574,426,407,436,216,49.54,1e-135,67.43,0.507042253521127,"ko:K01689"
"gsu:GSU0033","Q74H59","TRINITY_DN8020_c0_g1_i1",2247,636,788,600,397,66.17,0,80.5,0.624213836477987,"ko:K04043"
"gsu:GSU0111","Q74GY2","TRINITY_DN9485_c0_g1_i1",1847,503,630,492,316,64.23,0,78.66,0.628230616302187,"ko:K02111"
"gsu:GSU0113","Q74GY0","TRINITY_DN9596_c0_g1_i1",1802,470,644,457,341,74.62,0,83.15,0.725531914893617,"ko:K02112"
"gsu:GSU0341","Q74GA5","TRINITY_DN6874_c0_g1_i1",1569,390,436,384,198,51.56,9e-148,71.61,0.507692307692308,"ko:K00333"
"gsu:GSU1875","P61617","TRINITY_DN9231_c0_g1_i1",1572,475,528,461,272,59,0,72.67,0.572631578947368,"ko:K01251"
"gsu:GSU1880","P61946","TRINITY_DN9562_c0_g1_i1",1944,389,406,374,205,54.81,3e-134,77.01,0.526992287917738,"ko:K00789"
"gsu:GSU2286","Q74AR6","TRINITY_DN9573_c0_g1_i1",1574,428,437,440,234,53.18,1e-147,70.91,0.546728971962617,"ko:K01689"
"gtn:GTNG_0011","A4IJ94","TRINITY_DN8143_c2_g1_i1",1805,294,347,274,168,61.31,3e-113,78.1,0.571428571428571,"ko:K06215"
"gtn:GTNG_2440","A4IR31","TRINITY_DN8020_c0_g1_i1",2247,605,663,596,350,58.72,0,75,0.578512396694215,"ko:K04043"
"gtn:GTNG_2750","A4IRZ1","TRINITY_DN9562_c0_g1_i1",1944,404,419,372,214,57.53,2e-139,77.42,0.52970297029703,"ko:K00789"
"gtn:GTNG_3003","A4ISP4","TRINITY_DN9573_c0_g1_i1",1574,430,441,442,233,52.71,4e-149,71.04,0.541860465116279,"ko:K01689"
"gtn:GTNG_3301","A4ITI6","TRINITY_DN7353_c0_g1_i1",810,170,202,151,89,58.94,4e-63,75.5,0.523529411764706,"ko:K00331"
"gtn:GTNG_3304","A4ITI9","TRINITY_DN9596_c0_g1_i1",1802,473,590,462,320,69.26,0,80.52,0.676532769556025,"ko:K02112"
"gtn:GTNG_3306","A4ITJ1","TRINITY_DN9485_c0_g1_i1",1847,502,588,477,290,60.8,0,77.36,0.577689243027888,"ko:K02111"
"gtn:GTNG_3444","A4ITX5","TRINITY_DN21870_c0_g1_i1",297,44,54.7,39,27,69.23,8e-10,82.05,0.613636363636364,"ko:K02914"
"gur:Gura_0211","A5GDC8","TRINITY_DN8020_c0_g1_i1",2247,635,780,600,390,65,0,81,0.614173228346457,"ko:K04043"
"gur:Gura_1332","A5GA66","TRINITY_DN9562_c0_g1_i1",1944,389,407,374,206,55.08,6e-135,76.47,0.529562982005141,"ko:K00789"
"gur:Gura_1780","A5GEW5","TRINITY_DN9573_c0_g1_i1",1574,429,441,440,234,53.18,6e-149,70.23,0.545454545454545,"ko:K01689"
"gur:Gura_4241","A5G9B6","TRINITY_DN6874_c0_g1_i1",1569,390,442,384,198,51.56,3e-150,72.4,0.507692307692308,"ko:K00333"
"gur:Gura_4261","A5G9D6","TRINITY_DN9485_c0_g1_i1",1847,502,619,502,311,61.95,0,76.69,0.619521912350598,"ko:K02111"
"gur:Gura_4263","A5G9D8","TRINITY_DN9596_c0_g1_i1",1802,470,639,457,339,74.18,0,82.71,0.721276595744681,"ko:K02112"
"gur:Gura_4432","A5G9V7","TRINITY_DN21870_c0_g1_i1",297,49,53.9,39,26,66.67,1e-09,76.92,0.530612244897959,"ko:K02914"
"gvi:gll2121","Q7NIR1","TRINITY_DN9573_c0_g1_i1",1574,425,407,432,218,50.46,1e-135,66.9,0.512941176470588,"ko:K01689"
"gvi:glr0710","Q7NMQ5","TRINITY_DN8388_c0_g1_i1",813,149,174,148,91,61.49,1e-52,76.35,0.610738255033557,"ko:K00940"
"gvi:glr0710","Q7NMQ5","TRINITY_DN561_c0_g1_i1",671,149,174,148,82,55.41,3e-53,70.27,0.550335570469799,"ko:K00940"
"gvi:gvip089","Q7M7A9","TRINITY_DN24979_c0_g1_i1",1067,360,465,346,257,74.28,4e-162,84.1,0.713888888888889,"ko:K02703"
"gvi:gvip234","Q7NJX5","TRINITY_DN24979_c0_g1_i1",1067,360,441,346,245,70.81,1e-152,81.21,0.680555555555556,"ko:K02703"
"gvi:gvip265","Q7NJB3","TRINITY_DN1635_c0_g1_i1",683,215,287,216,140,64.81,2e-96,75,0.651162790697674,"ko:K02635"
"gvi:gvip317","Q7M7A9","TRINITY_DN24979_c0_g1_i1",1067,360,465,346,257,74.28,4e-162,84.1,0.713888888888889,"ko:K02703"
"gvi:gvip354","Q7NHG7","TRINITY_DN9596_c0_g1_i1",1802,478,577,460,305,66.3,0,78.26,0.638075313807531,"ko:K02112"
"gvi:gvip373","Q7NH81","TRINITY_DN24979_c0_g1_i1",1067,362,443,348,245,70.4,1e-153,81.9,0.676795580110497,"ko:K02703"
"gvi:gvip398","Q7NCS3","TRINITY_DN9485_c0_g1_i1",1847,513,568,508,294,57.87,0,72.64,0.573099415204678,"ko:K02111"
"gvi:gvip436","Q7M7A9","TRINITY_DN24979_c0_g1_i1",1067,360,465,346,257,74.28,4e-162,84.1,0.713888888888889,"ko:K02703"
"gvi:gvip554","Q7NDH1","TRINITY_DN8020_c0_g1_i1",2247,638,664,605,341,56.36,0,74.88,0.53448275862069,"ko:K04043"
"gwc:GWCH70_0011","C5D337","TRINITY_DN8143_c2_g1_i1",1805,294,348,274,170,62.04,7e-114,77.37,0.578231292517007,"ko:K06215"
"gwc:GWCH70_0686","C5D6R2","TRINITY_DN9656_c1_g1_i5",4601,398,421,392,204,52.04,4e-132,71.68,0.512562814070352,"ko:K00819"
"gwc:GWCH70_0686","C5D6R2","TRINITY_DN9656_c1_g1_i8",4800,398,421,392,204,52.04,7e-132,71.68,0.512562814070352,"ko:K00819"
"gwc:GWCH70_0686","C5D6R2","TRINITY_DN9656_c1_g1_i2",3417,398,421,392,204,52.04,1e-134,71.68,0.512562814070352,"ko:K00819"
"gwc:GWCH70_0686","C5D6R2","TRINITY_DN9656_c1_g1_i1",3421,398,421,392,204,52.04,1e-134,71.68,0.512562814070352,"ko:K00819"
"gwc:GWCH70_0686","C5D6R2","TRINITY_DN9656_c1_g1_i7",5157,398,421,392,204,52.04,2e-131,71.68,0.512562814070352,"ko:K00819"
"gwc:GWCH70_0686","C5D6R2","TRINITY_DN9656_c1_g1_i4",4351,398,421,392,204,52.04,1e-132,71.68,0.512562814070352,"ko:K00819"
"gwc:GWCH70_0686","C5D6R2","TRINITY_DN9656_c1_g1_i9",5414,398,421,392,204,52.04,2e-131,71.68,0.512562814070352,"ko:K00819"
"gwc:GWCH70_2437","C5D4U1","TRINITY_DN8020_c0_g1_i1",2247,609,660,596,349,58.56,0,74.33,0.573070607553366,"ko:K04043"
"gwc:GWCH70_2777","C5D6E9","TRINITY_DN9562_c0_g1_i1",1944,403,418,372,210,56.45,1e-138,77.69,0.521091811414392,"ko:K00789"
"gwc:GWCH70_2958","C5D7M1","TRINITY_DN9573_c0_g1_i1",1574,430,442,442,233,52.71,1e-149,71.27,0.541860465116279,"ko:K01689"
"gwc:GWCH70_3303","C5D990","TRINITY_DN9596_c0_g1_i1",1802,473,589,462,316,68.4,0,80.95,0.668076109936575,"ko:K02112"
"gwc:GWCH70_3305","C5D992","TRINITY_DN9485_c0_g1_i1",1847,502,588,488,291,59.63,0,75.61,0.579681274900398,"ko:K02111"
"gwc:GWCH70_3434","C5D9Z2","TRINITY_DN21870_c0_g1_i1",297,44,53.1,39,26,66.67,2e-09,82.05,0.590909090909091,"ko:K02914"
"hac:Hac_0223","Q17Z53","TRINITY_DN7353_c0_g1_i1",810,159,205,143,90,62.94,2e-64,79.72,0.566037735849057,"ko:K00331"
"hac:Hac_0382","Q17YQ7","TRINITY_DN9562_c0_g1_i1",1944,385,364,375,194,51.73,3e-118,70.4,0.503896103896104,"ko:K00789"
"hac:Hac_0580","Q17Y80","TRINITY_DN9485_c0_g1_i1",1847,503,600,498,289,58.03,0,77.91,0.57455268389662,"ko:K02111"
"hac:Hac_1468","Q17VY4","TRINITY_DN8020_c0_g1_i1",2247,620,666,605,350,57.85,0,74.38,0.564516129032258,"ko:K04043"
"hal:VNG_1793C","Q9HP57","TRINITY_DN8143_c2_g1_i1",1805,302,333,277,163,58.84,4e-108,74.73,0.539735099337748,"ko:K06215"
"han:18250974","P18260","TRINITY_DN9485_c0_g1_i1",1847,510,705,503,353,70.18,0,82.7,0.692156862745098,"ko:K02132"
"han:4055579","Q1KXW5","TRINITY_DN9485_c0_g1_i1",1847,508,565,495,287,57.98,0,72.32,0.56496062992126,"ko:K02111"
"han:4055585","Q1KXW3","TRINITY_DN8116_c0_g1_i1",1366,473,484,456,281,61.62,1e-166,76.32,0.594080338266385,"ko:K02705"
"han:4055665","Q1KXT3","TRINITY_DN4429_c0_g1_i1",1514,508,502,508,262,51.57,4e-172,65.94,0.515748031496063,"ko:K02704"
"han:4055689","Q1KXS9","TRINITY_DN1635_c0_g1_i1",683,215,293,216,139,64.35,1e-98,76.39,0.646511627906977,"ko:K02635"
"han:4055708","Q1KXV2","TRINITY_DN9596_c0_g1_i1",1802,498,571,455,315,69.23,0,79.34,0.632530120481928,"ko:K02112"
"hao:PCC7418_2938","P15788","TRINITY_DN5565_c0_g1_i1",258,99,82.4,73,53,72.6,4e-20,84.93,0.535353535353535,"ko:K02639"
"hap:HAPS_0500","B8F4B2","TRINITY_DN9562_c0_g1_i1",1944,382,363,370,194,52.43,6e-118,70.54,0.507853403141361,"ko:K00789"
"hap:HAPS_0981","B8F5K4","TRINITY_DN9446_c0_g1_i1",1272,314,310,314,178,56.69,4e-101,71.97,0.56687898089172,"ko:K00024"
"hap:HAPS_1889","B8F7S6","TRINITY_DN8020_c0_g1_i1",2247,633,713,569,365,64.15,0,80.14,0.576619273301738,"ko:K04043"
"har:HEAR1780","A4G5Z9","TRINITY_DN9267_c0_g1_i2",1329,329,348,331,182,54.98,2e-115,70.69,0.553191489361702,"ko:K00024"
"har:HEAR1818","A4G636","TRINITY_DN6548_c0_g1_i1",848,162,188,153,99,64.71,1e-57,77.12,0.611111111111111,"ko:K00338"
"har:HEAR1823","A4G641","TRINITY_DN6874_c0_g1_i1",1569,417,534,414,254,61.35,0,75.36,0.609112709832134,"ko:K00333"
"har:HEAR1825","A4G643","TRINITY_DN7353_c0_g1_i1",810,158,265,144,119,82.64,4e-88,90.97,0.753164556962025,"ko:K00331"
"har:HEAR2647","A4G8D2","TRINITY_DN8020_c0_g1_i1",2247,649,710,606,366,60.4,0,76.57,0.563944530046225,"ko:K04043"
"har:HEAR2950","A4G975","TRINITY_DN9231_c0_g1_i1",1572,479,525,477,274,57.44,0,71.91,0.572025052192067,"ko:K01251"
"har:HEAR2952","A4G977","TRINITY_DN9562_c0_g1_i1",1944,387,407,376,214,56.91,9e-135,74.73,0.55297157622739,"ko:K00789"
"har:HEAR3405","A4GAG9","TRINITY_DN9596_c0_g1_i1",1802,466,571,448,300,66.96,0,81.47,0.643776824034335,"ko:K02112"
"har:HEAR3407","A4GAH1","TRINITY_DN9485_c0_g1_i1",1847,511,582,513,290,56.53,0,73.68,0.567514677103718,"ko:K02111"
"har:HEAR3472","A4GAN6","TRINITY_DN21870_c0_g1_i1",297,44,45.1,39,23,58.97,2e-06,71.79,0.522727272727273,"ko:K02914"
"hau:Haur_3808","A9B891","TRINITY_DN8143_c2_g1_i1",1805,293,395,274,188,68.61,6e-132,85.04,0.641638225255973,"ko:K06215"
"hau:Haur_4070","A9AVV2","TRINITY_DN9485_c0_g1_i1",1847,517,572,489,293,59.92,0,75.66,0.566731141199226,"ko:K02111"
"hbu:Hbut_0529","A2BK78","TRINITY_DN9071_c0_g1_i2",535,133,124,116,74,63.79,1e-34,82.76,0.556390977443609,"ko:K02948"
"hbu:Hbut_0529","A2BK78","TRINITY_DN9071_c0_g1_i1",535,133,124,116,74,63.79,1e-34,82.76,0.556390977443609,"ko:K02948"
"hbu:Hbut_1310","A2BMC9","TRINITY_DN6283_c0_g1_i1",638,138,145,125,74,59.2,3e-42,74.4,0.536231884057971,"ko:K02874"
"hbu:Hbut_1578","A2BN38","TRINITY_DN7764_c0_g1_i1",496,147,157,140,80,57.14,3e-47,73.57,0.54421768707483,"ko:K02950"
"hbu:Hbut_1581","A2BN41","TRINITY_DN9609_c0_g1_i1",2660,440,496,445,237,53.26,2e-165,71.91,0.538636363636364,"ko:K03231"
"hch:HCH_01224","Q2SMM8","TRINITY_DN8020_c0_g1_i1",2247,642,709,592,367,61.99,0,78.04,0.571651090342679,"ko:K04043"
"hch:HCH_01532","Q2SLT4","TRINITY_DN9231_c0_g1_i1",1572,463,470,452,250,55.31,6e-160,69.25,0.539956803455723,"ko:K01251"
"hch:HCH_01533","Q2SLT3","TRINITY_DN9562_c0_g1_i1",1944,386,387,372,198,53.23,4e-127,72.85,0.512953367875648,"ko:K00789"
"hch:HCH_01867","Q2SKX0","TRINITY_DN9573_c0_g1_i1",1574,431,415,433,225,51.96,5e-139,68.36,0.522041763341067,"ko:K01689"
"hch:HCH_07073","Q2S6N9","TRINITY_DN9485_c0_g1_i1",1847,514,569,511,294,57.53,0,73.58,0.571984435797665,"ko:K02111"
"hcq:109527748","P61359","TRINITY_DN8392_c0_g1_i1",708,136,216,136,104,76.47,2e-69,86.03,0.764705882352941,"ko:K02901"
"hde:HDEF_0372","C4K3I6","TRINITY_DN8020_c0_g1_i1",2247,635,715,580,366,63.1,0,78.97,0.576377952755906,"ko:K04043"
"hde:HDEF_0766","C4K4K1","TRINITY_DN9573_c0_g1_i1",1574,433,422,433,228,52.66,1e-141,67.21,0.526558891454965,"ko:K01689"
"hdu:HD_0010","Q7VPP0","TRINITY_DN9596_c0_g1_i1",1802,457,569,448,301,67.19,0,79.24,0.658643326039387,"ko:K02112"
"hdu:HD_0189","P48209","TRINITY_DN8020_c0_g1_i1",2247,634,725,571,371,64.97,0,80.91,0.585173501577287,"ko:K04043"
"hdu:HD_0264","Q7VP41","TRINITY_DN9446_c0_g1_i1",1272,324,286,323,170,52.63,1e-91,68.42,0.524691358024691,"ko:K00024"
"hdu:HD_0569","Q7VNG7","TRINITY_DN9562_c0_g1_i1",1944,386,373,372,197,52.96,2e-121,71.77,0.510362694300518,"ko:K00789"
"hdu:HD_0753","Q7VN33","TRINITY_DN21870_c0_g1_i1",297,44,53.5,39,26,66.67,2e-09,82.05,0.590909090909091,"ko:K02914"
"hdu:HD_1593","Q7VL86","TRINITY_DN8143_c2_g1_i1",1805,295,351,273,170,62.27,8e-115,78.39,0.576271186440678,"ko:K06215"
"heo:C694_00540","P55994","TRINITY_DN8020_c0_g1_i1",2247,620,665,605,350,57.85,0,74.21,0.564516129032258,"ko:K04043"
"heo:C694_00980","P56460","TRINITY_DN9562_c0_g1_i1",1944,385,364,375,194,51.73,5e-118,70.13,0.503896103896104,"ko:K00789"
"heo:C694_01930","P55990","TRINITY_DN9017_c0_g1_i1",2101,448,430,451,256,56.76,4e-142,70.51,0.571428571428571,"ko:K00262"
"heo:C694_01930","P55990","TRINITY_DN9017_c0_g1_i2",2086,448,430,451,256,56.76,3e-142,70.51,0.571428571428571,"ko:K00262"
"heo:C694_05850","P55987","TRINITY_DN9485_c0_g1_i1",1847,503,605,498,291,58.43,0,78.31,0.578528827037773,"ko:K02111"
"heo:C694_06520","O25851","TRINITY_DN7353_c0_g1_i1",810,159,204,143,90,62.94,3e-64,79.72,0.566037735849057,"ko:K00331"
"hha:Hhal_0830","A1WV94","TRINITY_DN9267_c0_g1_i2",1329,326,340,331,173,52.27,2e-112,67.98,0.530674846625767,"ko:K00024"
"hha:Hhal_1232","A1WWE5","TRINITY_DN24450_c0_g1_i1",606,79,77,75,41,54.67,6e-17,70.67,0.518987341772152,"ko:K02078"
